ugo_protein_id	search_database_header	species	gene_id	protein_id	raw_input_header	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
UGOseq_000109717	UGOseq_000109717|species=Dioscorea_rotundata|gene=LOC120265655|protein=XP_039129541.1|orthogroup=OG0000273	Dioscorea_rotundata	LOC120265655	XP_039129541.1	Dioscorea_rotundata|gene=LOC120265655|protein=XP_039129541.1|len=364|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000111136	UGOseq_000111136|species=Dioscorea_rotundata|gene=LOC120267893|protein=XP_039131504.1|orthogroup=OG0000863	Dioscorea_rotundata	LOC120267893	XP_039131504.1	Dioscorea_rotundata|gene=LOC120267893|protein=XP_039131504.1|len=359|method=protein_to_gene	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000112100	UGOseq_000112100|species=Dioscorea_rotundata|gene=LOC120269508|protein=XP_039132778.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120269508	XP_039132778.1	Dioscorea_rotundata|gene=LOC120269508|protein=XP_039132778.1|len=431|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000113215	UGOseq_000113215|species=Dioscorea_rotundata|gene=LOC120271646|protein=XP_039134254.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120271646	XP_039134254.1	Dioscorea_rotundata|gene=LOC120271646|protein=XP_039134254.1|len=668|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000113223	UGOseq_000113223|species=Dioscorea_rotundata|gene=LOC120271656|protein=XP_039134264.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120271656	XP_039134264.1	Dioscorea_rotundata|gene=LOC120271656|protein=XP_039134264.1|len=531|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000113390	UGOseq_000113390|species=Dioscorea_rotundata|gene=LOC120271845|protein=XP_039134461.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120271845	XP_039134461.1	Dioscorea_rotundata|gene=LOC120271845|protein=XP_039134461.1|len=435|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000113929	UGOseq_000113929|species=Dioscorea_rotundata|gene=LOC120272471|protein=XP_039135240.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120272471	XP_039135240.1	Dioscorea_rotundata|gene=LOC120272471|protein=XP_039135240.1|len=222|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000114260	UGOseq_000114260|species=Dioscorea_rotundata|gene=LOC120273114|protein=XP_039135698.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120273114	XP_039135698.1	Dioscorea_rotundata|gene=LOC120273114|protein=XP_039135698.1|len=183|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000114909	UGOseq_000114909|species=Dioscorea_rotundata|gene=LOC120273873|protein=XP_039136545.1|orthogroup=OG0000273	Dioscorea_rotundata	LOC120273873	XP_039136545.1	Dioscorea_rotundata|gene=LOC120273873|protein=XP_039136545.1|len=328|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000115455	UGOseq_000115455|species=Dioscorea_rotundata|gene=LOC120274778|protein=XP_039137248.1|orthogroup=OG0004958	Dioscorea_rotundata	LOC120274778	XP_039137248.1	Dioscorea_rotundata|gene=LOC120274778|protein=XP_039137248.1|len=714|method=protein_to_gene	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
UGOseq_000115492	UGOseq_000115492|species=Dioscorea_rotundata|gene=LOC120274822|protein=XP_039137290.1|orthogroup=OG0000863	Dioscorea_rotundata	LOC120274822	XP_039137290.1	Dioscorea_rotundata|gene=LOC120274822|protein=XP_039137290.1|len=362|method=protein_to_gene	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000115581	UGOseq_000115581|species=Dioscorea_rotundata|gene=LOC120274924|protein=XP_039137396.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120274924	XP_039137396.1	Dioscorea_rotundata|gene=LOC120274924|protein=XP_039137396.1|len=328|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000116795	UGOseq_000116795|species=Dioscorea_rotundata|gene=LOC120276350|protein=XP_039139008.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120276350	XP_039139008.1	Dioscorea_rotundata|gene=LOC120276350|protein=XP_039139008.1|len=340|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000118845	UGOseq_000118845|species=Dioscorea_rotundata|gene=LOC120279061|protein=XP_039141846.1|orthogroup=OG0000767	Dioscorea_rotundata	LOC120279061	XP_039141846.1	Dioscorea_rotundata|gene=LOC120279061|protein=XP_039141846.1|len=676|method=protein_to_gene	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000122311	UGOseq_000122311|species=Dioscorea_rotundata|gene=LOC120283887|protein=XP_039146613.1|orthogroup=OG0000273	Dioscorea_rotundata	LOC120283887	XP_039146613.1	Dioscorea_rotundata|gene=LOC120283887|protein=XP_039146613.1|len=303|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000122536	UGOseq_000122536|species=Dioscorea_rotundata|gene=LOC120284161|protein=XP_039146889.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120284161	XP_039146889.1	Dioscorea_rotundata|gene=LOC120284161|protein=XP_039146889.1|len=150|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000122546	UGOseq_000122546|species=Dioscorea_rotundata|gene=LOC120284172|protein=XP_039146898.1|orthogroup=OG0000154	Dioscorea_rotundata	LOC120284172	XP_039146898.1	Dioscorea_rotundata|gene=LOC120284172|protein=XP_039146898.1|len=381|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000122841	UGOseq_000122841|species=Manihot_esculenta|gene=Manes.01G026300.v8.1|protein=Manes.01G026300.v8.1|orthogroup=OG0000863	Manihot_esculenta	Manes.01G026300.v8.1	Manes.01G026300.v8.1	Manes.01G026300.v8.1 species=Manihot_esculenta selected_protein=Manes.01G026300.1.v8.1.CDS length=360	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000123636	UGOseq_000123636|species=Manihot_esculenta|gene=Manes.01G102900.v8.1|protein=Manes.01G102900.v8.1|orthogroup=OG0000863	Manihot_esculenta	Manes.01G102900.v8.1	Manes.01G102900.v8.1	Manes.01G102900.v8.1 species=Manihot_esculenta selected_protein=Manes.01G102900.1.v8.1.CDS length=367	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000124618	UGOseq_000124618|species=Manihot_esculenta|gene=Manes.01G207300.v8.1|protein=Manes.01G207300.v8.1|orthogroup=OG0004958	Manihot_esculenta	Manes.01G207300.v8.1	Manes.01G207300.v8.1	Manes.01G207300.v8.1 species=Manihot_esculenta selected_protein=Manes.01G207300.2.v8.1.CDS length=815	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
UGOseq_000125832	UGOseq_000125832|species=Manihot_esculenta|gene=Manes.02G058600.v8.1|protein=Manes.02G058600.v8.1|orthogroup=OG0000863	Manihot_esculenta	Manes.02G058600.v8.1	Manes.02G058600.v8.1	Manes.02G058600.v8.1 species=Manihot_esculenta selected_protein=Manes.02G058600.1.v8.1.CDS length=365	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000132012	UGOseq_000132012|species=Manihot_esculenta|gene=Manes.05G077200.v8.1|protein=Manes.05G077200.v8.1|orthogroup=OG0004958	Manihot_esculenta	Manes.05G077200.v8.1	Manes.05G077200.v8.1	Manes.05G077200.v8.1 species=Manihot_esculenta selected_protein=Manes.05G077200.1.v8.1.CDS length=813	OG0004958	11	Non-symbiotic hemoglobin / stress-resilience candidate	Stress_resilience	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Stress-resilience module	regrowth or stress-resilience underground-organ system	stress/regrowth expression profiling and survival/regrowth phenotyping
UGOseq_000132288	UGOseq_000132288|species=Manihot_esculenta|gene=Manes.05G104750.v8.1|protein=Manes.05G104750.v8.1|orthogroup=OG0000273	Manihot_esculenta	Manes.05G104750.v8.1	Manes.05G104750.v8.1	Manes.05G104750.v8.1 species=Manihot_esculenta selected_protein=Manes.05G104750.1.v8.1.CDS length=280	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000132348	UGOseq_000132348|species=Manihot_esculenta|gene=Manes.05G110800.v8.1|protein=Manes.05G110800.v8.1|orthogroup=OG0000863	Manihot_esculenta	Manes.05G110800.v8.1	Manes.05G110800.v8.1	Manes.05G110800.v8.1 species=Manihot_esculenta selected_protein=Manes.05G110800.1.v8.1.CDS length=369	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000133138	UGOseq_000133138|species=Manihot_esculenta|gene=Manes.05G190000.v8.1|protein=Manes.05G190000.v8.1|orthogroup=OG0003725	Manihot_esculenta	Manes.05G190000.v8.1	Manes.05G190000.v8.1	Manes.05G190000.v8.1 species=Manihot_esculenta selected_protein=Manes.05G190000.1.v8.1.CDS length=355	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000134141	UGOseq_000134141|species=Manihot_esculenta|gene=Manes.06G082100.v8.1|protein=Manes.06G082100.v8.1|orthogroup=OG0000863	Manihot_esculenta	Manes.06G082100.v8.1	Manes.06G082100.v8.1	Manes.06G082100.v8.1 species=Manihot_esculenta selected_protein=Manes.06G082100.1.v8.1.CDS length=362	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
